Publication Number,patent_id,cleaned_claim
US7774986,7774986,"14. Pre-assembly unit for a motor vehicle and for connection with a door frame of the motor vehicle, the pre-assembly unit comprising: a window frame comprising first cutouts; an equipment carrier connected to but disconnectable from the window frame via first quick-release fasteners engaged within the first cutouts of the window frame and the equipment carrier being connectable to the door frame via second quick-release fasteners engageable within second cutouts of the door frame, the equipment carrier having a wet side (N) and a dry side (T) for dividing the door frame into a wet area and a dry area; a side window guided at least within the window frame; a window lifting mechanism, which is connected to the side window in order to raise or lower the side window, the window lifting mechanism comprising attachment legs and rolls; and at least one fixing means for joining the window lifting mechanism to the equipment carrier, said fixing means adapted to be undone from the dry side of the equipment carrier, the fixing means comprising third quick-release fasteners coupling the equipment carrier to the attachment legs of the window lifting mechanism; and wherein the window lifting mechanism is attachable to the door frame from the dry side of the equipment carrier, at least one of the quick second release fasteners is removable from the equipment carrier to expose an aperture that provides access to the window lifting mechanism such that the window lifting mechanism is attachable to the door frame via screws mating with hollow rotary axes of the rolls of the window lifting mechanism, wherein the window lifting mechanism is independently connectable to the door frame such that upon removing the equipment carrier from the door frame, the window lifting mechanism can remain connected to the door frame."
US6729071,6729071,"1. A device for automatically controlling an opening and closing of a slide door for a vehicle, wherein the slide door is adapted to move along a guide track installed in the vehicle, the device comprising: a drive device having a reversible motor and adapted to drive the slide door along the track, a motor load detection device adapted to detect a motor load of the drive device, a position detection device adapted to detect a position of the slide door guided by the guide track within a range from a position where the slide door is fully opened to a position where the slide door is fully closed, a door speed detection device adapted to measure a movement speed of the slide door along the track, a memory means for storing the motor load at each position of the slide door of the vehicle standing at a horizontal level, and a motor control means for controlling power supplied to the motor for moving the slide door based on a difference between a detected motor load and a stored motor load at a corresponding position of the slide door."
US6729071,6729071,"2. A device for automatically controlling a slide door for a vehicle, wherein the slide door is adapted to move along a guide track installed in the vehicle, the device comprising: a drive device having a reversible motor and adapted to drive the slides door along the track, a motor load detection device adapted to detect a motor load of the drive device based on at least one of a drive current of the motor a drive voltage of the motor, and the drive current and the drive voltage of the motor, a memory means for storing the motor load during at least one of on opening and closing of the slide door of the vehicle at a horizontal level, and a slope judgment means for automatically calculating a difference between at least one of the opening and closing stored motor loads when the vehicle is at the horizontal level and the motor load detected during at least one of the opening and the closing of the slide door, respectively, the slope judgment means being further for determining a posture of the vehicle when the vehicle stops, based on the calculated motor load difference, wherein the memory means stores and updates the stored motor load detected during the opening of the slide door, when the slide door moves at a constant speed along a straight portion of the guide track."
US6729071,6729071,"4. A device for automatically controlling a slide door for a vehicle, wherein the slide door moves along a guide track installed in the vehicle, the device comprising: a drive device having a reversible motor and adapted to drive the slide door along the track, a motor load detection device adapted to detect a motor load of the drive device based on at least one of a drive current of the motor, a drive voltage of the motor, and the drive current and the drive voltage of the motor, a memory means for storing the motor load during at least one of an opening and closing of the slide door of the vehicle at a horizontal level, and a slope judgment means for calculating a difference between at least one of the opening and closing stored motor loads when the vehicle is at the horizontal level and the motor load detected during at least one of the opening and the closing of the slide door respectively, the judgment means being further for determining a posture of the vehicle when stopped based on the calculated motor load difference, wherein the slope judgment means judges, during the opening of the slide door, a steep upward slope when the drive voltage in the calculated difference is very low, an upward slope when the drive voltage in the calculated difference is low, a horizontal slope when the drive voltage in the calculated difference is not low and the drive current is not large, a downward slope when the drive current in the calculated difference is large, and a steep downward slope when the drive current in the calculated difference is very large."
US6729071,6729071,"5. A device for automatically controlling a slide door for a vehicle, wherein the slide door is adapted to move along a guide track installed in the vehicle, the device comprising: a drive device having a reversible motor and adapted to drive the slide door along the guide track; a motor load detection device adapted to detect a motor load of the drive device; a position detection device adapted to detect a position of the slide door guided by the guide track within a range from a position where the slide door is fully opened to a position where the slide door is fully closed; a door speed detection device adapted to measure a movement speed of the slide door along the guide track; a memory means for storing the motor load at each position of the slide door of the vehicle standing at a horizontal level; an electromagnetic clutch for intermittently connecting the motor to the slide door to transfer a driving force of the motor to the slide door; an electric door drive start device adapted to engage the electro-magnetic clutch to connect the motor to the slide door and to drive the motor, when the movement speed detected by the door speed detection device is within a predetermined range; and a motor control means for controlling power supplied to the motor for moving the slide door based on a difference between a detected motor load and the stored motor load at a corresponding position of the slide door."
US20100024193,20100024193,
US6922031,6922031,"1. An actuation system for a sliding vehicle door, comprising: a bi-directional motor having a gear surface; at least one helical cable having a cable surface engaged with the gear surface; a coupling mechanism connecting a vehicle door to the at least one helical cable, wherein rotation of the bi-directional motor in a first rotational direction rotates the at least one helical cable to pull the vehicle door in a first direction and rotation of the bi-directional motor in a second rotational direction rotates the at least one helical cable to push the vehicle door in a second direction; and a door motion sensor that actuates the bi-directional motor to drive the at least one helical cable when the door motion sensor detects motion of the vehicle door."
US6922031,6922031,"12. An actuation system for a sliding vehicle door, comprising: a bi-directional motor having a gear surface; at least one helical cable having a cable surface engaged with the gear surface; a coupling mechanism connecting a vehicle door to the at least one helical cable, wherein rotation of the bi-directional motor in a first rotational direction rotates the at least one helical cable to pull the vehicle door in a first direction and rotation of the bi-directional motor in a second rotational direction rotates the at least one helical cable to push the vehicle door in a second direction; and a controller coupled to the bi-directional motor, wherein the controller actuates the bi-directional motor when the controller receives an actuation signal, said actuation signal being received from a hand-held remote transmitter."
US6922031,6922031,"13. An actuation system for a sliding vehicle door, comprising: a bi-directional motor having a gear surface; an upper helical cable and a lower helical cable, wherein the upper and lower helical cables each have a cable surface engaged with the gear surface; an upper track that houses the upper helical cable and a lower track that houses the lower helical cable, wherein the upper and lower tracks are to be disposed in a vehicle frame; an upper coupling mechanism for connecting a top portion of a vehicle door to the upper helical cable and a lower coupling mechanism for connecting a bottom portion of the vehicle door to the lower helical cable, wherein rotation of the bi-directional motor in a first rotational direction rotates the upper and lower helical cables to pull the vehicle door toward an open position and rotation of the bi-directional motor in a second rotational direction rotates the upper and lower helical cables to push the vehicle door toward a closed position; and a controller coupled to the bi-directional motor, wherein the controller actuates the bi-directional motor when the controller receives an actuation signal, the actuation signal being received from a hand-held remote transmitter."
US6922031,6922031,"7. An actuation system for a sliding vehicle door, comprising: a bi-directional motor having a gear surface; an upper helical cable and a lower helical cable, wherein the upper and lower helical cables each have a cable surface engaged with the gear surface; an upper track that houses the upper helical cable and a lower track that houses the lower helical cable, wherein the upper and lower tracks are to be disposed in a vehicle frame; an upper coupling mechanism for connecting a top portion of a vehicle door to the upper helical cable and a lower coupling mechanism for connecting a bottom portion of the vehicle door to the lower helical cable, wherein rotation of the bi-directional motor in a first rotational direction rotates the upper and lower helical cables to pull the vehicle door toward an open position and rotation of the bi-directional motor in a second rotational direction rotates the upper and lower helical cables to push the vehicle door toward a closed position; and a door motion sensor that actuates the bi-directional motor to drive one of the upper and lower helical cables when the door motion sensor detects motion of the vehicle door."
US4029353,4029353,"5. A motor vehicle with at least one door on each vehicle side, a door opening for receiving each door, a longitudinal bearer means delimiting a bottom of each door opening, characterized in that a shield means is provided at each door, said shield means with a closed door covers the longitudinal bearer means at least in its upper area and abuts with its edges at the longitudinal bearer means, the shield means is resiliently mounted at a lower edge of each door, the shield means is stressed with a spring force in the direction toward the longitudinal bearer means, the shield means consists of an elastic plate fashioned of a slightly elastic, relatively stiff material, said plate to be deformed during the closing of the door, and a profile means fashioned of a yielding elastic material surrounding said elastic plate and including a lower edge, said elastic plate comprising end means wherein upon the closing of its respective door said profile means abuts at least with the lower edge thereof at the longitudinal bearer means causing said elastic plate to pivot relative to said profile means."
US4029353,4029353,"1. A motor vehicle with at least one door on each vehicle side, a door opening for receiving each door, a longitudinal bearer means delimiting a bottom of each door opening, characterized in that a shield means is provided at each door, said shield means with a closed door covers the longitudinal bearer means at least in its upper area and abuts with its edges at the longitudinal bearer means, the shield means is pivotally mounted at a lower edge of each door, and in that said shield means is stressed with a spring force in the direction toward the longitudinal bearer means."
US20080246294,20080246294,
US7761209,7761209,"1. An obstruction detection device for a motor vehicle having a vehicle body and a vehicle door assembly being selectively rotatable about an axis with respect to the vehicle body, the obstruction detection device comprising: a controller; at least one sensor operatively connected to the controller and configured to monitor the presence and proximity of an object relative to the vehicle door assembly and to transmit signals indicative thereof to the controller; and an actuator operatively connected to and controlled by the controller in response to the sensor signals and configured to apply a selectively variable force restricting the rotation of the vehicle door assembly about the axis with respect to the vehicle body when the door assembly is a predetermined distance from the object."
US7761209,7761209,"12. A vehicle, comprising: a vehicle body; a door assembly rotatably connected with respect to the vehicle body; a power source disposed on the vehicle body; a controller disposed on the vehicle body and operatively connected to the power source; an actuator operatively connected to and controlled by the controller and configured to apply a selectively variable force restricting the rotation of the door assembly with respect to the vehicle body; an interface configured to allow users of the door assembly to control the actuator; at least one sensor operatively connected to the controller and configured to monitor the presence and proximity of an object relative to the door assembly and to transmit signals indicative thereof to the controller; and a transducer operatively connected to the controller and configured to measure the rotational displacement of the door assembly along a trajectory and transmit signals indicative thereof to the controller, wherein the controller instructs the actuator to apply the selectively variable force to the door assembly in response to at least one of the transducer signals and the sensor signals."
US7761209,7761209,"24. A method of selectively varying the movement of a vehicle door assembly, comprising: creating a predetermined detection zone; monitoring movement of the vehicle door assembly within the detection zone; sensing a presence or absence of an object within the detection zone; sensing a proximity of the object relative to the door assembly in response to movement of the door assembly along a predetermined trajectory; sensing if the proximity of the object is less than a predetermined first length; and responding to the proximity being less than the first length by selectively resisting movement of the door assembly along the trajectory to a point sufficiently less than the first length so as to prevent impact between the door assembly and the object, and sufficiently close to the first length to maximize the movement of the door assembly short of the first length to provide the largest opening for vehicle ingress and egress without such impact."
US4615143,4615143,"1. A mechanism for guiding movement of a door glass in a motor vehicle door having a door panel, a front side door frame, and a rear side door frame, said rear side door frame leaning forwardly above the beltline of said door, said door glass guide mechanism comprising: front door glass guide means, including a front guide, for restraining the forward end portion of said door glass from moving in the direction of the thickness of said door glass and for guiding said forward end portion of said door glass as said door glass moves vertically between a fully closed position, in which said forward end portion of said door glass is located at said front side door frame, and a predetermined partially opened position, in which said forward end portion of said door glass is located below said beltline at a bottom end position of said front guide; and rear door glass guide means, including a door frame glass guide formed along the front portion of said rear side door frame, for restraining the rear end edge of said door glass from moving in the direction of the thickness of said door glass and for guiding said rear end edge of said door glass as said door glass moves vertically between said fully closed position and a fully opened position, said rear door glass guide means cooperating with said front door glass guide means to guide said door glass to move parallel to said rear side door frame between said fully closed position and said predetermined partially opened position, and to pivot between said predetermined partially opened position and said fully opened position about said forward end portion of said door glass located at said bottom end position of said front guide."
US7026930,7026930,"1. Process for displacing a movable part of motor vehicle between at least two positions by means of a drive, comprising the steps of: checking a monitoring area at least one of outside and inside the motor vehicle for the presence at least one perturbing object without contact between the movable part and the perturbing object, and turning off or reversing the drive when a perturbing object is detected within the monitoring area, wherein the movable part is at least one of a vehicle window, an openable motor vehicle roof, an antenna, a convertible top and a part thereof; and wherein said monitoring area is aimed away from the path of the movable part."
US7026930,7026930,"9. Process for displacing a movable part of motor vehicle between at least two positions by means of a drive, comprising the steps of: checking a monitoring area at least one of outside and inside the motor vehicle and that is away from a path of movement of the movable part for the presence at least one perturbing object without contact between the movable part and the perturbing object, and turning off or reversing the drive when a perturbing object is detected within the monitoring area, wherein the movable part is at least one of a vehicle window, an openable motor vehicle roof, an antenna, a convertible top and a part thereof; wherein said checking step continues to be performed after detection of a perturbing object within the monitoring area, and when the perturbing object is determined to have left the monitoring area, the drive is cleared for one of re-actuation and continued displacement."
US7026930,7026930,"10. Process for displacing a movable part of motor vehicle between at least two positions by means of a drive, comprising the steps of: checking a monitoring area at least one of outside and inside the motor vehicle for the presence at least one perturbing object without contact between the movable part and the perturbing object, and turning off or reversing the drive when a perturbing object is detected within the monitoring area, wherein the movable part is at least one of a vehicle window, an openable motor vehicle roof, an antenna, a convertible top and a part thereof; wherein said checking step is performed by means of at least one of at least one distance sensor, at least one motion sensor and at least one motion direction sensor; wherein said checking step is performed by means of at least one of a sensor and a camera located in at least one an outside mirror, a bumper, taillights, headlights, turn signals, mudguards, a shelf, a roof strip, a tailgate and a door of the vehicle; and wherein the at least one of a sensor and camera is also used as a vehicle parking assistant."
US7026930,7026930,"11. Device for displacing a movable motor vehicle part between at least two positions, comprising: a drive which displaces the movable vehicle part, and a control means for: checking a monitoring area at least one of outside and inside the motor vehicle for the presence at least one perturbing object without contact between the movable part and the perturbing object, and one of turning off and reversing the drive when a perturbing object is detected within the monitoring area even when the detected object does not contact the movable part; wherein the movable part is at least one of a vehicle window, an openable motor vehicle roof, an antenna, a convertible top and a part thereof; wherein said monitoring area is aimed away from the path of the movable part."
US7026930,7026930,"16. Device for displacing a movable motor vehicle part between at least two positions, comprising: a drive which displaces the movable vehicle part, and a control means for: checking a monitoring area at least one of outside and inside the motor vehicle and away from a path of movement of the movable part for the presence at least one perturbing object without contact between the movable part and the perturbing object, and one of turning off and reversing the drive when a perturbing object is detected within the monitoring area; wherein the movable part is at least one of a vehicle window, an openable motor vehicle roof, an antenna, a convertible top and a part thereof; and wherein said control means is operative for terminating said one of turning off and reversing the drive to be terminated and for enabling one of re-actuation and continued displacement of the movable part when the perturbing object is determined to have left the monitoring area."
US4880267,4880267,"19. A back door structure for a motor vehicle comprising: a vehicle body having a rear pillar defining a back door opening of a trapezium configuration; a back door hingedly mounted on an upper part of said vehicle body for movement between an open and a closed position; said back door being of trapezium configuration with its lower portion wider than its upper portion and adapted in the closed position to cover and secure said back door opening; a stay damper pivotally connected with said back door at one end and pivotally connected with a rear pillar of the vehicle body at its other end to bias said back door to a raised open position and being disposed between said rear pillar and said back door in the closed position of said back door; said stay damper moving outwardly in accordance with the movement toward the open position of said back door; said back door including a back door window glass, a frame member having a closed cross-section disposed along the inner surface of a side peripheral edge of the back window glass, an outer edge of the frame member being substantially disposed inside the outer edge of the back door window glass, and a concealment member connected with said frame member and extending outwardly around the rear corners of the vehicle body to conceal both said stay damper and said rear pillar and to constitute a portion of the outer surface of said vehicle body; said concealment member having a closed cross-section and said frame member including an outer panel and an inner panel, said concealment member including an inner panel connected with said inner panel of said frame member, and an outer panel mounted on said outer panel of said frame member."
US4880267,4880267,"18. A back door structure for a motor vehicle comprising: a vehicle body having a rear pillar defining a back door opening of a trapezium configuration; a back door hingedly mounted on an upper part of said vehicle body for movement between an open and a closed position; said back door being of trapezium configuration with its lower portion wider than its upper portion and adapted in the closed position to cover and secure said back door opening; a stay damper pivotally connected with said back door at one end and pivotally connected with a rear pillar of the vehicle body at its other end to bias said back door to a raised open position and being disposed between said rear pillar and said back door in the closed position of said back door; said stay damper moving outwardly in accordance with the movement toward the open position of the back door; said back door including a back door window glass, a frame member having a closed cross-section disposed along the inner surface of a side peripheral edge of the back window glass, an outer edge of the frame member being substantially disposed inside the outer edge of the back door window glass, and a concealment member connected with said frame member and extending outwardly around the rear corners of the vehicle body to conceal both said stay damper and said rear pillar and to constitute a portion of the outer surface of said vehicle body; said concealment member having a closed cross-section and said frame member including an outer panel and an inner panel, with an outer edge of said outer panel formed with an extension, said concealment member including an inner panel connected with said extension and an outer panel mounted on the outer panel of said frame member."
US4880267,4880267,"1. A back door structure for a motor vehicle comprising: a vehicle body having a rear pillar defining a back door opening of a trapezium configuration; a back door hingedly mounted on an upper part of said vehicle body for movement between an open and a closed position; said back door being of trapezium configuration with its lower portion wider than its upper portion and adapted in the closed position to cover and secure said back door opening; a stay damper pivotally connected with said back door at one end and pivotally connected with a rear pillar of the vehicle body at its other end to bias said back door to a raised open position and being disposed between said rear pillar and said back door in the closed position of said back door; said stay damper moving outwardly in accordance with the movement toward the open position of the back door; said back door including a back door window glass, a frame member having a closed cross-section disposed along the inner surface of a side peripheral edge of the back window glass, an outer edge of the fame member being substantially disposed inside the outer edge of the back window glass, and a concealment member connected with said frame member and extending outwardly around the rear corners of the vehicle body to conceal both said stay damper and said rear pillar and to constitute a portion of the outer surface of said vehicle body; said concealment member having a free end extending toward a side surface of said rear pillar and co-acting with a grill member to conceal said pillar."
US4880267,4880267,"14. A back door structure for a motor vehicle comprising: a vehicle body having a rear pillar defining a back door opening of a trapezium configuration; a back door hingedly mounted on an upper part of said vehicle body for movement between an open and a closed position; said back door being of trapezium configuration with its lower portion wider than its upper portion and adapted in the closed portion to cover and secure said back door opening; a stay damper pivotally connected with said back door at one end and pivotally connected with a rear pillar of the vehicle body at its other end to bias said back door to a raised open position and being disposed between said rear pillar and said back door in the closed position of said back door; said stay damper moving outwardly in accordance with the movement toward the open position of the back door; said back door including a back door window glass, a frame member having a closed cross-section disposed along the inner surface of a side peripheral edge of the back door window glass, and a concealment member connected with said frame member and extending outwardly around the rear corners of the vehicle body to conceal both said stay damper and said rear pillar and to constitute a portion of the outer surface of said vehicle body; said frame member including an outer panel and an inner panel, with an outer edge of said outer panel formed with an extension, and said concealment member including an inner panel connected with said extension and an outer panel mounted on the outer panel of said fame member."
US4880267,4880267,"15. A back door structure for a motor vehicle comprising: a vehicle body having a rear pillar defining a back door opening of a trapezium configuration; a back door hingedly mounted on an upper part of said vehicle body for movement between an open and a closed position; said back door being of trapezium configuration with its lower portion wider than its upper portion and adapted in the closed portion to cover and secure said back door opening; a stay damper pivotally connected with said back door at one end and pivotally connected with a rear pillar of the vehicle body at its other end to bias said back door to a raised open position and being disposed between said rear pillar and said back door in the closed position of said back door; said stay damper moving outwardly in accordance with the movement toward the open position of the back door; said back door including a back door window glass, a frame member having a closed cross-section disposed along the inner surface of a side peripheral edge of the back door window glass, and a concealment member connected with said frame member and extending outwardly around the rear corners of the vehicle body to conceal both said stay damper and said rear pillar and to constitute a portion of the outer surface of said vehicle body, said concealment member having a closed cross-section, said frame member including an outer panel and an inner panel, and said concealment member including an inner panel connected with said inner panel of said frame member, and an outer panel mounted on the outer panel of said frame member."
US5008603,5008603,"1. A system for controlling a position of foldable rearview mirrors on a motor vehicle comprising: at least one rearview mirror foldably mounted on the vehicle for movement between a folded position when not in use and an extended position for use; a door lock controller operatively connected to door locks of the vehicle for locking and unlocking doors of the vehicle; at least one outer door lock switch and at least one inner door lock switch operatively connected to said door lock controller for operating said door locks between locking and unlocking positions; reversible electric motor means operatively connected to said at least one rearview mirror for operating said at least one rearview mirror between said folded and extended positions when actuated; a rearview mirror controller having an input side and an output side, said output side being operatively connected to said reversible electric motor means for actuating said motor means and said door lock controller and said at least one outer door lock switch and at least one inner door lock switch being operatively connected to said input side; ignition switch means and operation switch means inside the vehicle connected in series between an electric power source and said input side of said rearview mirror controller, said ignition switch means and operation switch means having open and closed positions, said operation switch means comprising a manual-two circuit reversible motor operation switch; a driving circuit in said rearview mirror controller operatively connected to said electric motor means for reversing the rotation of said electric motor means in response to said open and closed positions of said operation switch so that when said ignition switch means is in the closed position and said operation switch means is in said open position said driving circuit operates said electric motor means to move said at least one rearview mirror into said folded position and when said operation switch means is in said closed position said driving circuit operates said electric motor means into said extended position; limit switch means mounted on said at least one rearview mirror for detecting said folded and extended positions of said at least one rearview mirror; and a micro computer operatively connected to said driving circuit for controlling said driving circuit by processing inputs from said switches."
US5434487,5434487,"1. A door controller for a vehicle door moveable between a closed position and an opened position, the door controller comprising, in combination: electric drive means including an electric motor selectively energizable to power move the door in an opening direction to the opened position and in a closing direction to the closed position; a door movement sensor for (A) indicating one of the opening and closing directions of movement of the door and (B) generating distance pulses, each distance pulse representing a predetermined incremental distance of travel of the door; means for selectively energizing the electric motor to power move the door in the one of the opening and closing directions indicated by the door movement sensor when a predetermined number of the distances pulses representing a predetermined movement of the door are generated while the electric motor is de-energized."
US5434487,5434487,"2. A door controller for a vehicle door moveable between a closed position and an opened position, the door controller comprising, in combination: drive means for power moving the door, the drive means including (A) cable means attached to the door, (B) a pulley means rotatable in a first direction to wind the cable to move the door in a closing direction toward the closed position and in a second direction to wind the cable to move the door in an opening direction toward the opened position, (C) an electric motor having an output shaft, and (D) an electromagnetic clutch coupled to the motor output shaft and the pulley, the clutch, when energized, coupling the motor output shaft and the pulley to enable the motor output shaft to rotate the pulley and thereby move the door and, when de-energized, decouple the motor output shaft from the pulley to enable the door to be manually moveable between the opened and closed positions, the pulley being rotated in the first direction by the cable when the door is manually moved in the closing direction and in the second direction by the cable when the door is manually moved in the opening direction; a rotary position sensor rotated by the pulley for (A) indicating one of the first and second directions of rotation of the pulley and therefore the opening and closing directions of movement of the door and (B) generating distance pulses, each distance pulse representing a predetermined incremental distance of travel of the door; and means for initiating power movement of the door in response to manual movement of the door in one of the opening and closing directions comprising: means for (A) determining the generation of a predetermined number of distance pulses by the position sensor in response to a manual movement of the door and (B) when the predetermined number of distance pulses is determined, energizing the clutch to couple the motor output shaft to the pulley and energizing the motor to rotate the pulley in the direction indicated by the rotary position sensor in response to manual movement of the door to power move the door toward the one of the opening and closing directions of the manual movement."
US20040113456,20040113456,
US6877791,6877791,"1. A motor vehicle having an automatically actuable vehicle door ( 1 ), in a side door or a tailgate of the motor vehicle, having a control device ( 12 ) and having a drive ( 4 ; 4 '), which comprises a motor ( 5 ) with a gear assembly ( 6 ) connected downstream and at least one transmission element ( 8 ; 20 ) arranged between the gear assembly ( 6 ) and the vehicle door ( 1 ), characterized in that the drive ( 4 ; 4 ') comprises at least one load sensor ( 10 ) which, at a predetermined loading of the open vehicle door ( 1 ), produces a control signal which is fed to the electronic control device ( 12 ) for further processing."
US20100045068,20100045068,
US20100045067,20100045067,
US9593512,9593512,"19. A crash coupling arrangement for the insertion between two sections of a force transmission chain for a motor vehicle lock, wherein in the installed state an actuation movement may be transmitted via the force transmission chain for opening of the motor vehicle lock, wherein the crash coupling arrangement comprises a coupling element, wherein the crash coupling arrangement comprises a first link element assigned to one of the two sections of the force transmission chain and a second link element assigned to the other force transmission chain section of the two sections of the force transmission chain, wherein the link elements are moveable along a longitudinal extension of movement, wherein the coupling element for coupling the two force transmission chain sections may come into coupling engagement with at least one of the link elements, wherein an inertial characteristic of the coupling element causes the coupling element to fall into or to remain in the decoupling state, when the actuation movement surpasses a rapidity threshold, and causes the coupling element to fall into or to remain in the coupling state, when the actuation movement is below the rapidity threshold, wherein at least one of the link elements, in the area of interaction with the coupling element, is at least partly symmetric with respect to the longitudinal extension of movement, such that rotation of this link element against the rest of the crash coupling arrangement around the longitudinal extension of movement does not affect its interaction with the coupling spring element."
US9593512,9593512,"20. A motor vehicle door lock arrangement with a motor vehicle lock, wherein a force transmission chain is provided and wherein an actuation movement may be transmitted via the force transmission chain for opening of the motor vehicle lock, wherein a crash coupling arrangement is provided between two force transmission chain sections, which comprises a coupling element in the form of a coupling spring element, wherein the coupling spring element can be brought into a coupling state, coupling the two force transmission chain sections, and into a decoupling state, decoupling the two force transmission chain sections, wherein the crash coupling arrangement comprises a first link element assigned to one force transmission chain section and a second link element assigned to the other force transmission chain section, wherein, the link elements are moveable along a longitudinal extension of movement, wherein the coupling spring element for coupling the two force transmission chain sections may come into coupling engagement with at least one of the link elements, wherein an inertial characteristic of the coupling spring element causes the coupling spring element to fall into or to remain in the decoupling state, when the actuation movement surpasses a rapidity threshold, and causes the coupling spring element to fall into or to remain in the coupling state, when the actuation movement is below the rapidity threshold, and wherein the first link element is spring biased by a reset spring, which reset spring, in the non-actuated state, drives an actuation section of the first link element into engagement with an actuation section of the coupling spring element, thereby driving the coupling spring element into its freewheel position against the spring bias of the coupling spring element."
US9593512,9593512,"1. A motor vehicle door lock arrangement with a motor vehicle lock, wherein a force transmission chain is provided and wherein an actuation movement may be transmitted via the force transmission chain for opening of the motor vehicle lock, wherein a crash coupling arrangement is provided between two force transmission chain sections, which comprises a coupling element in the form of a coupling spring element, wherein the coupling spring element can be brought into a coupling state, coupling the two force transmission chain sections, and into a decoupling state, decoupling the two force transmission chain sections, wherein the crash coupling arrangement comprises a first link element assigned to one force transmission chain section and a second link element assigned to the other force transmission chain section, wherein, the link elements are moveable along a longitudinal extension of movement, wherein the coupling spring element for coupling the two force transmission chain sections may come into coupling engagement with at least one of the link elements, wherein an inertial characteristic of the coupling spring element causes the coupling spring element to fall into or to remain in the decoupling state, when the actuation movement surpasses a rapidity threshold, and causes the coupling spring element to fall into or to remain in the coupling state, when the actuation movement is below the rapidity threshold, wherein at least one of the link elements, in the area of interaction with the coupling spring element, is at least partly symmetric with respect to the longitudinal extension of movement, such that rotation of this link element against the rest of the crash coupling arrangement around the longitudinal extension of movement does not affect its interaction with the coupling spring element."
US9593512,9593512,"21. A motor vehicle door lock arrangement with a motor vehicle lock, wherein a force transmission chain is provided and wherein an actuation movement may be transmitted via the force transmission chain for opening of the motor vehicle lock, wherein a crash coupling arrangement is provided between two force transmission chain sections, which comprises a coupling element in the form of a coupling spring element, wherein the coupling spring element can be brought into a coupling state, coupling the two force transmission chain sections, and into a decoupling state, decoupling the two force transmission chain sections, wherein the crash coupling arrangement comprises a first link element assigned to one force transmission chain section and a second link element assigned to the other force transmission chain section, wherein, the link elements are moveable along a longitudinal extension of movement, wherein the coupling spring element for coupling the two force transmission chain sections may come into coupling engagement with at least one of the link elements, wherein an inertial characteristic of the coupling spring element causes the coupling spring element to fall into or to remain in the decoupling state, when the actuation movement surpasses a rapidity threshold, and causes the coupling spring element to fall into or to remain in the coupling state, when the actuation movement is below the rapidity threshold, and wherein the coupling spring element is completely made of an elastically bendable wire or strip."
US5865496,5865496,"22. A door structure of a motor vehicle having an inner panel and an outer panel, comprising: an impact load absorber member provided for absorbing and reducing a side collision impact load acting on a passenger by contact with the passenger; opening means provided in the inner panel for allowing at least one portion of said impact load absorber member to enter a passenger compartment of the vehicle during a side collision; means provided in the door for supporting said impact load absorber member; and a trim member disposed at a passenger compartment side of the inner panel, the trim member being contacted by a lower portion of the impact load absorber member when the lower portion of the impact load absorber member moves toward the passenger compartments; wherein said impact load absorber member includes an upper portion and said lower portion, said upper portion having a thickness smaller than that of the lower portion, said lower portion moving into the passenger compartment through the opening means during the side collision."
US5865496,5865496,"44. A door structure of a motor vehicle having an inner panel and an outer panel, comprising: a first impact load absorber member, provided within a space defined by the inner panel and the outer panel, for absorbing and reducing a side collision impact load acting on a passenger during a side collision; a trim member provided at a passenger compartment side of the inner panel; a second impact load absorber member, provided between the inner panel and the trim member, for absorbing and reducing the side collision impact load; and opening means, provided in the inner panel so as to correspond to a location of the second impact load absorber member, for allowing at least one portion of said first impact load absorber member to move toward a passenger compartment of the vehicle from the space and contact with the second impact load absorber member during the side collision."
